Country Name,Country Code,Region,Year,LifeExpectancy
Luxembourg,LUX,Europe & Central Asia,2006,79.2878048780488
Denmark,DNK,Europe & Central Asia,2006,78.09512195121954
Russian Federation,RUS,Europe & Central Asia,2006,66.72756097560976
Tajikistan,TJK,Europe & Central Asia,2006,66.997
Montenegro,MNE,Europe & Central Asia,2006,73.8390243902439
Ireland,IRL,Europe & Central Asia,2006,79.24146341463415
Serbia,SRB,Europe & Central Asia,2006,73.38536585365854
Czechia,CZE,Europe & Central Asia,2006,76.52439024390245
Slovenia,SVN,Europe & Central Asia,2006,78.08658536585367
Albania,ALB,Europe & Central Asia,2007,77.691
Belarus,BLR,Europe & Central Asia,2007,70.20731707317074
Luxembourg,LUX,Europe & Central Asia,2007,79.3829268292683
Denmark,DNK,Europe & Central Asia,2007,78.19512195121952
Russian Federation,RUS,Europe & Central Asia,2007,67.58682926829269
Tajikistan,TJK,Europe & Central Asia,2007,67.405
Montenegro,MNE,Europe & Central Asia,2007,74.33902439024392
Ireland,IRL,Europe & Central Asia,2007,79.64146341463415
Serbia,SRB,Europe & Central Asia,2007,73.63170731707318
Czechia,CZE,Europe & Central Asia,2007,76.72439024390246
Slovenia,SVN,Europe & Central Asia,2007,78.56097560975611
Albania,ALB,Europe & Central Asia,2008,78.248
Belarus,BLR,Europe & Central Asia,2008,70.45609756097562
Luxembourg,LUX,Europe & Central Asia,2008,80.53902439024391
Denmark,DNK,Europe & Central Asia,2008,78.44634146341464
Russian Federation,RUS,Europe & Central Asia,2008,67.94926829268293
Tajikistan,TJK,Europe & Central Asia,2008,67.924
Montenegro,MNE,Europe & Central Asia,2008,75.13658536585366
Ireland,IRL,Europe & Central Asia,2008,80.09512195121953
Serbia,SRB,Europe & Central Asia,2008,73.88536585365853
Czechia,CZE,Europe & Central Asia,2008,76.97560975609757
Slovenia,SVN,Europe & Central Asia,2008,78.7658536585366
Albania,ALB,Europe & Central Asia,2009,78.509
Belarus,BLR,Europe & Central Asia,2009,70.40731707317074
Luxembourg,LUX,Europe & Central Asia,2009,80.63658536585366
Denmark,DNK,Europe & Central Asia,2009,78.59756097560977
Russian Federation,RUS,Europe & Central Asia,2009,68.68463414634147
Tajikistan,TJK,Europe & Central Asia,2009,68.248
Montenegro,MNE,Europe & Central Asia,2009,75.1439024390244
Ireland,IRL,Europe & Central Asia,2009,80.19024390243902
Serbia,SRB,Europe & Central Asia,2009,73.98536585365855
Czechia,CZE,Europe & Central Asia,2009,77.0780487804878
Slovenia,SVN,Europe & Central Asia,2009,78.97073170731707
Albania,ALB,Europe & Central Asia,2010,78.414
Belarus,BLR,Europe & Central Asia,2010,70.40487804878049
Luxembourg,LUX,Europe & Central Asia,2010,80.63170731707318
Denmark,DNK,Europe & Central Asia,2010,79.10000000000001
Russian Federation,RUS,Europe & Central Asia,2010,68.84121951219514
Tajikistan,TJK,Europe & Central Asia,2010,68.37
Montenegro,MNE,Europe & Central Asia,2010,75.99024390243903
Ireland,IRL,Europe & Central Asia,2010,80.74390243902438
Serbia,SRB,Europe & Central Asia,2010,74.33658536585367
Czechia,CZE,Europe & Central Asia,2010,77.42439024390245
Slovenia,SVN,Europe & Central Asia,2010,79.4219512195122
Albania,ALB,Europe & Central Asia,2011,78.303
Belarus,BLR,Europe & Central Asia,2011,70.55365853658537
Luxembourg,LUX,Europe & Central Asia,2011,80.98780487804878
Denmark,DNK,Europe & Central Asia,2011,79.80000000000001
Russian Federation,RUS,Europe & Central Asia,2011,69.6839024390244
Tajikistan,TJK,Europe & Central Asia,2011,68.698
Montenegro,MNE,Europe & Central Asia,2011,76.08292682926832
Ireland,IRL,Europe & Central Asia,2011,80.74634146341464
Serbia,SRB,Europe & Central Asia,2011,74.53658536585367
Czechia,CZE,Europe & Central Asia,2011,77.87317073170732
Slovenia,SVN,Europe & Central Asia,2011,79.97073170731709
Albania,ALB,Europe & Central Asia,2012,78.084
Belarus,BLR,Europe & Central Asia,2012,71.96585365853657
Luxembourg,LUX,Europe & Central Asia,2012,81.39268292682927
Denmark,DNK,Europe & Central Asia,2012,80.05121951219512
Russian Federation,RUS,Europe & Central Asia,2012,70.07219512195124
Tajikistan,TJK,Europe & Central Asia,2012,69.13
Montenegro,MNE,Europe & Central Asia,2012,76.30000000000001
Ireland,IRL,Europe & Central Asia,2012,80.84634146341465
Serbia,SRB,Europe & Central Asia,2012,74.83658536585368
Czechia,CZE,Europe & Central Asia,2012,78.07560975609758
Slovenia,SVN,Europe & Central Asia,2012,80.12439024390244
Albania,ALB,Europe & Central Asia,2013,77.995
Belarus,BLR,Europe & Central Asia,2013,72.47073170731707
Luxembourg,LUX,Europe & Central Asia,2013,81.80000000000001
Denmark,DNK,Europe & Central Asia,2013,80.30000000000001
Russian Federation,RUS,Europe & Central Asia,2013,70.57878048780488
Tajikistan,TJK,Europe & Central Asia,2013,69.579
Montenegro,MNE,Europe & Central Asia,2013,76.49024390243903
Ireland,IRL,Europe & Central Asia,2013,80.94878048780488
Serbia,SRB,Europe & Central Asia,2013,75.18536585365854
Czechia,CZE,Europe & Central Asia,2013,78.17560975609756
Slovenia,SVN,Europe & Central Asia,2013,80.3219512195122
Albania,ALB,Europe & Central Asia,2014,78.029
Belarus,BLR,Europe & Central Asia,2014,72.97073170731709
Luxembourg,LUX,Europe & Central Asia,2014,82.22926829268293
Denmark,DNK,Europe & Central Asia,2014,80.7
Russian Federation,RUS,Europe & Central Asia,2014,70.74365853658537
Tajikistan,TJK,Europe & Central Asia,2014,69.697
Montenegro,MNE,Europe & Central Asia,2014,76.3390243902439
Ireland,IRL,Europe & Central Asia,2014,81.34878048780487
Serbia,SRB,Europe & Central Asia,2014,75.33658536585367
Czechia,CZE,Europe & Central Asia,2014,78.82439024390244
Slovenia,SVN,Europe & Central Asia,2014,81.0780487804878
Albania,ALB,Europe & Central Asia,2015,78.358
Belarus,BLR,Europe & Central Asia,2015,73.62439024390245
Luxembourg,LUX,Europe & Central Asia,2015,82.29268292682927
Denmark,DNK,Europe & Central Asia,2015,80.70243902439024
Russian Federation,RUS,Europe & Central Asia,2015,71.18341463414635
Tajikistan,TJK,Europe & Central Asia,2015,69.665
Montenegro,MNE,Europe & Central Asia,2015,76.60243902439025
Ireland,IRL,Europe & Central Asia,2015,81.45365853658538
Serbia,SRB,Europe & Central Asia,2015,75.28780487804879
Czechia,CZE,Europe & Central Asia,2015,78.5780487804878
Slovenia,SVN,Europe & Central Asia,2015,80.77560975609757
Albania,ALB,Europe & Central Asia,2016,78.643
Belarus,BLR,Europe & Central Asia,2016,73.8268292682927
Luxembourg,LUX,Europe & Central Asia,2016,82.68536585365854
Denmark,DNK,Europe & Central Asia,2016,80.85365853658537
Russian Federation,RUS,Europe & Central Asia,2016,71.65121951219513
Tajikistan,TJK,Europe & Central Asia,2016,69.982
Montenegro,MNE,Europe & Central Asia,2016,76.54146341463417
Ireland,IRL,Europe & Central Asia,2016,81.65365853658537
Serbia,SRB,Europe & Central Asia,2016,75.68780487804878
Czechia,CZE,Europe & Central Asia,2016,79.02682926829269
Slovenia,SVN,Europe & Central Asia,2016,81.17560975609757
Albania,ALB,Europe & Central Asia,2017,78.9
Belarus,BLR,Europe & Central Asia,2017,74.12926829268294
Luxembourg,LUX,Europe & Central Asia,2017,82.09512195121953
Denmark,DNK,Europe & Central Asia,2017,81.10243902439025
Russian Federation,RUS,Europe & Central Asia,2017,72.45146341463416
Tajikistan,TJK,Europe & Central Asia,2017,70.524
Montenegro,MNE,Europe & Central Asia,2017,76.68536585365854
Ireland,IRL,Europe & Central Asia,2017,82.15609756097562
Serbia,SRB,Europe & Central Asia,2017,75.53902439024391
Czechia,CZE,Europe & Central Asia,2017,78.97804878048781
Slovenia,SVN,Europe & Central Asia,2017,81.02926829268294
Albania,ALB,Europe & Central Asia,2018,79.238
Belarus,BLR,Europe & Central Asia,2018,74.17560975609757
Luxembourg,LUX,Europe & Central Asia,2018,82.29512195121951
Denmark,DNK,Europe & Central Asia,2018,80.95365853658537
Russian Federation,RUS,Europe & Central Asia,2018,72.66219512195121
Tajikistan,TJK,Europe & Central Asia,2018,70.737
Montenegro,MNE,Europe & Central Asia,2018,77.88536585365854
Ireland,IRL,Europe & Central Asia,2018,82.2048780487805
Serbia,SRB,Europe & Central Asia,2018,75.89024390243902
Czechia,CZE,Europe & Central Asia,2018,79.02926829268293
Slovenia,SVN,Europe & Central Asia,2018,81.3780487804878
Albania,ALB,Europe & Central Asia,2019,79.467
Belarus,BLR,Europe & Central Asia,2019,74.2268292682927
Luxembourg,LUX,Europe & Central Asia,2019,82.63902439024392
Denmark,DNK,Europe & Central Asia,2019,81.45121951219514
Russian Federation,RUS,Europe & Central Asia,2019,73.0839024390244
Tajikistan,TJK,Europe & Central Asia,2019,70.962
Montenegro,MNE,Europe & Central Asia,2019,76.6829268292683
Ireland,IRL,Europe & Central Asia,2019,82.70243902439026
Serbia,SRB,Europe & Central Asia,2019,75.93658536585367
Czechia,CZE,Europe & Central Asia,2019,79.22926829268295
Slovenia,SVN,Europe & Central Asia,2019,81.52926829268293
Albania,ALB,Europe & Central Asia,2020,77.824
Belarus,BLR,Europe & Central Asia,2020,72.13856097560976
Luxembourg,LUX,Europe & Central Asia,2020,82.1439024390244
Denmark,DNK,Europe & Central Asia,2020,81.60243902439025
Russian Federation,RUS,Europe & Central Asia,2020,71.3387804878049
Tajikistan,TJK,Europe & Central Asia,2020,68.605
Montenegro,MNE,Europe & Central Asia,2020,75.93170731707318
Ireland,IRL,Europe & Central Asia,2020,82.45609756097564
Serbia,SRB,Europe & Central Asia,2020,74.47804878048781
Czechia,CZE,Europe & Central Asia,2020,78.22682926829269
Slovenia,SVN,Europe & Central Asia,2020,80.53170731707318
Albania,ALB,Europe & Central Asia,2021,76.844
Belarus,BLR,Europe & Central Asia,2021,72.07146341463415
Luxembourg,LUX,Europe & Central Asia,2021,82.59756097560975
Denmark,DNK,Europe & Central Asia,2021,81.40487804878049
Russian Federation,RUS,Europe & Central Asia,2021,69.90024390243903
Tajikistan,TJK,Europe & Central Asia,2021,69.594
Montenegro,MNE,Europe & Central Asia,2021,73.82439024390244
Ireland,IRL,Europe & Central Asia,2021,82.25365853658538
Serbia,SRB,Europe & Central Asia,2021,72.78048780487805
Czechia,CZE,Europe & Central Asia,2021,77.2219512195122
Slovenia,SVN,Europe & Central Asia,2021,80.67560975609756
Albania,ALB,Europe & Central Asia,2022,78.769
Belarus,BLR,Europe & Central Asia,2022,74.10336585365854
Luxembourg,LUX,Europe & Central Asia,2022,82.94634146341465
Denmark,DNK,Europe & Central Asia,2022,81.3048780487805
Russian Federation,RUS,Europe & Central Asia,2022,72.54560975609758
Tajikistan,TJK,Europe & Central Asia,2022,71.562
Montenegro,MNE,Europe & Central Asia,2022,76.1878048780488
Ireland,IRL,Europe & Central Asia,2022,82.50975609756098
Serbia,SRB,Europe & Central Asia,2022,75.23658536585367
Czechia,CZE,Europe & Central Asia,2022,78.92926829268293
Slovenia,SVN,Europe & Central Asia,2022,81.28292682926829
Albania,ALB,Europe & Central Asia,2023,79.602
Belarus,BLR,Europe & Central Asia,2023,74.18378048780488
Luxembourg,LUX,Europe & Central Asia,2023,83.35853658536585
Denmark,DNK,Europe & Central Asia,2023,81.85365853658539
Russian Federation,RUS,Europe & Central Asia,2023,73.25463414634149
Tajikistan,TJK,Europe & Central Asia,2023,71.79
Montenegro,MNE,Europe & Central Asia,2023,77.58780487804879
Ireland,IRL,Europe & Central Asia,2023,82.86097560975611
Serbia,SRB,Europe & Central Asia,2023,76.2209756097561
Czechia,CZE,Europe & Central Asia,2023,79.87804878048782
Slovenia,SVN,Europe & Central Asia,2023,81.97804878048781
Mexico,MEX,Latin America & Caribbean,1960,53.573
Cuba,CUB,Latin America & Caribbean,1960,63.316
British Virgin Islands,VGB,Latin America & Caribbean,1960,62.709
Nicaragua,NIC,Latin America & Caribbean,1960,46.399
Barbados,BRB,Latin America & Caribbean,1960,64.149
Uruguay,URY,Latin America & Caribbean,1960,67.683
Grenada,GRD,Latin America & Caribbean,1960,63.144
Peru,PER,Latin America & Caribbean,1960,50.597
Mexico,MEX,Latin America & Caribbean,1961,54.422
Cuba,CUB,Latin America & Caribbean,1961,63.743
British Virgin Islands,VGB,Latin America & Caribbean,1961,63.274
Nicaragua,NIC,Latin America & Caribbean,1961,47.289
Barbados,BRB,Latin America & Caribbean,1961,65.033
Uruguay,URY,Latin America & Caribbean,1961,67.81
Grenada,GRD,Latin America & Caribbean,1961,63.553
Peru,PER,Latin America & Caribbean,1961,51.192
Mexico,MEX,Latin America & Caribbean,1962,55.057
Cuba,CUB,Latin America & Caribbean,1962,64.374
British Virgin Islands,VGB,Latin America & Caribbean,1962,63.828
Nicaragua,NIC,Latin America & Caribbean,1962,47.981
Barbados,BRB,Latin America & Caribbean,1962,65.715
Uruguay,URY,Latin America & Caribbean,1962,67.911
Grenada,GRD,Latin America & Caribbean,1962,63.752
Peru,PER,Latin America & Caribbean,1962,51.532
Mexico,MEX,Latin America & Caribbean,1963,55.501
Cuba,CUB,Latin America & Caribbean,1963,64.347
British Virgin Islands,VGB,Latin America & Caribbean,1963,64.313
Nicaragua,NIC,Latin America & Caribbean,1963,48.752
Barbados,BRB,Latin America & Caribbean,1963,66.204
Uruguay,URY,Latin America & Caribbean,1963,68.023
Grenada,GRD,Latin America & Caribbean,1963,63.783
Peru,PER,Latin America & Caribbean,1963,52.597
Mexico,MEX,Latin America & Caribbean,1964,55.916
Cuba,CUB,Latin America & Caribbean,1964,65.264
British Virgin Islands,VGB,Latin America & Caribbean,1964,64.757
Nicaragua,NIC,Latin America & Caribbean,1964,49.586
Barbados,BRB,Latin America & Caribbean,1964,66.678
Uruguay,URY,Latin America & Caribbean,1964,68.112
Grenada,GRD,Latin America & Caribbean,1964,64.199
Peru,PER,Latin America & Caribbean,1964,53.302
Mexico,MEX,Latin America & Caribbean,1965,56.688
Cuba,CUB,Latin America & Caribbean,1965,65.636
British Virgin Islands,VGB,Latin America & Caribbean,1965,65.149
Nicaragua,NIC,Latin America & Caribbean,1965,50.647
Barbados,BRB,Latin America & Caribbean,1965,67.236
Uruguay,URY,Latin America & Caribbean,1965,68.2
Grenada,GRD,Latin America & Caribbean,1965,64.78
Peru,PER,Latin America & Caribbean,1965,53.871
Mexico,MEX,Latin America & Caribbean,1966,57.355
Cuba,CUB,Latin America & Caribbean,1966,66.074
British Virgin Islands,VGB,Latin America & Caribbean,1966,65.496
Nicaragua,NIC,Latin America & Caribbean,1966,51.579
Barbados,BRB,Latin America & Caribbean,1966,67.71
Uruguay,URY,Latin America & Caribbean,1966,68.302
Grenada,GRD,Latin America & Caribbean,1966,65.649
Peru,PER,Latin America & Caribbean,1966,54.4
Mexico,MEX,Latin America & Caribbean,1967,57.959
Cuba,CUB,Latin America & Caribbean,1967,66.514
British Virgin Islands,VGB,Latin America & Caribbean,1967,65.857
Nicaragua,NIC,Latin America & Caribbean,1967,52.348
Barbados,BRB,Latin America & Caribbean,1967,67.92
Uruguay,URY,Latin America & Caribbean,1967,68.407
Grenada,GRD,Latin America & Caribbean,1967,66.46
Peru,PER,Latin America & Caribbean,1967,54.893
Mexico,MEX,Latin America & Caribbean,1968,58.22
Cuba,CUB,Latin America & Caribbean,1968,66.944
British Virgin Islands,VGB,Latin America & Caribbean,1968,66.022
Nicaragua,NIC,Latin America & Caribbean,1968,52.865
Barbados,BRB,Latin America & Caribbean,1968,68.2
Uruguay,URY,Latin America & Caribbean,1968,68.514
Grenada,GRD,Latin America & Caribbean,1968,66.912
Peru,PER,Latin America & Caribbean,1968,55.384
Mexico,MEX,Latin America & Caribbean,1969,58.413
Cuba,CUB,Latin America & Caribbean,1969,67.358
British Virgin Islands,VGB,Latin America & Caribbean,1969,66.245
Nicaragua,NIC,Latin America & Caribbean,1969,53.35
Barbados,BRB,Latin America & Caribbean,1969,68.504
Uruguay,URY,Latin America & Caribbean,1969,68.581
Grenada,GRD,Latin America & Caribbean,1969,66.975
Peru,PER,Latin America & Caribbean,1969,55.816
Mexico,MEX,Latin America & Caribbean,1970,58.893
Cuba,CUB,Latin America & Caribbean,1970,67.935
British Virgin Islands,VGB,Latin America & Caribbean,1970,66.407
Nicaragua,NIC,Latin America & Caribbean,1970,53.815
Barbados,BRB,Latin America & Caribbean,1970,68.518
Uruguay,URY,Latin America & Caribbean,1970,68.734
Grenada,GRD,Latin America & Caribbean,1970,66.856
Peru,PER,Latin America & Caribbean,1970,47.728
Mexico,MEX,Latin America & Caribbean,1971,59.415
Cuba,CUB,Latin America & Caribbean,1971,68.432
British Virgin Islands,VGB,Latin America & Caribbean,1971,66.665
Nicaragua,NIC,Latin America & Caribbean,1971,54.219
Barbados,BRB,Latin America & Caribbean,1971,68.787
Uruguay,URY,Latin America & Caribbean,1971,68.926
Grenada,GRD,Latin America & Caribbean,1971,66.874
Peru,PER,Latin America & Caribbean,1971,56.493
Mexico,MEX,Latin America & Caribbean,1972,60.051
Cuba,CUB,Latin America & Caribbean,1972,68.949
British Virgin Islands,VGB,Latin America & Caribbean,1972,66.899
Nicaragua,NIC,Latin America & Caribbean,1972,47.957
Barbados,BRB,Latin America & Caribbean,1972,69.132
Uruguay,URY,Latin America & Caribbean,1972,69.169
Grenada,GRD,Latin America & Caribbean,1972,67.151
Peru,PER,Latin America & Caribbean,1972,56.989
Mexico,MEX,Latin America & Caribbean,1973,60.518
Cuba,CUB,Latin America & Caribbean,1973,69.347
British Virgin Islands,VGB,Latin America & Caribbean,1973,67.191
Nicaragua,NIC,Latin America & Caribbean,1973,55.023
Barbados,BRB,Latin America & Caribbean,1973,69.108
Uruguay,URY,Latin America & Caribbean,1973,69.348
Grenada,GRD,Latin America & Caribbean,1973,67.557
Peru,PER,Latin America & Caribbean,1973,57.333
Mexico,MEX,Latin America & Caribbean,1974,61.18
Cuba,CUB,Latin America & Caribbean,1974,69.867
British Virgin Islands,VGB,Latin America & Caribbean,1974,67.652
Nicaragua,NIC,Latin America & Caribbean,1974,55.401
Barbados,BRB,Latin America & Caribbean,1974,69.379
Uruguay,URY,Latin America & Caribbean,1974,69.524
Grenada,GRD,Latin America & Caribbean,1974,67.884
Peru,PER,Latin America & Caribbean,1974,57.769
Mexico,MEX,Latin America & Caribbean,1975,61.883
Cuba,CUB,Latin America & Caribbean,1975,70.375
British Virgin Islands,VGB,Latin America & Caribbean,1975,68.069
Nicaragua,NIC,Latin America & Caribbean,1975,55.774
Barbados,BRB,Latin America & Caribbean,1975,69.79
Uruguay,URY,Latin America & Caribbean,1975,69.705
Grenada,GRD,Latin America & Caribbean,1975,68.004
Peru,PER,Latin America & Caribbean,1975,58.205
Mexico,MEX,Latin America & Caribbean,1976,62.475
Cuba,CUB,Latin America & Caribbean,1976,70.878
British Virgin Islands,VGB,Latin America & Caribbean,1976,68.408
Nicaragua,NIC,Latin America & Caribbean,1976,56.118
Barbados,BRB,Latin America & Caribbean,1976,70.114
Uruguay,URY,Latin America & Caribbean,1976,69.887
Grenada,GRD,Latin America & Caribbean,1976,67.949
Peru,PER,Latin America & Caribbean,1976,58.57
Mexico,MEX,Latin America & Caribbean,1977,62.988
Cuba,CUB,Latin America & Caribbean,1977,71.411
British Virgin Islands,VGB,Latin America & Caribbean,1977,68.68
Nicaragua,NIC,Latin America & Caribbean,1977,56.126
Barbados,BRB,Latin America & Caribbean,1977,70.64
Uruguay,URY,Latin America & Caribbean,1977,70.081
Grenada,GRD,Latin America & Caribbean,1977,67.869
Peru,PER,Latin America & Caribbean,1977,58.895
Mexico,MEX,Latin America & Caribbean,1978,63.435
Cuba,CUB,Latin America & Caribbean,1978,71.89
British Virgin Islands,VGB,Latin America & Caribbean,1978,69.028
Nicaragua,NIC,Latin America & Caribbean,1978,53.533
Barbados,BRB,Latin America & Caribbean,1978,71.143
Uruguay,URY,Latin America & Caribbean,1978,70.265
Grenada,GRD,Latin America & Caribbean,1978,67.856
Peru,PER,Latin America & Caribbean,1978,59.261
Mexico,MEX,Latin America & Caribbean,1979,63.862
Cuba,CUB,Latin America & Caribbean,1979,72.272
British Virgin Islands,VGB,Latin America & Caribbean,1979,69.315
Nicaragua,NIC,Latin America & Caribbean,1979,50.828
Barbados,BRB,Latin America & Caribbean,1979,71.549
Uruguay,URY,Latin America & Caribbean,1979,70.255
Grenada,GRD,Latin America & Caribbean,1979,67.941
Peru,PER,Latin America & Caribbean,1979,59.624
Mexico,MEX,Latin America & Caribbean,1980,64.282
Cuba,CUB,Latin America & Caribbean,1980,72.603
British Virgin Islands,VGB,Latin America & Caribbean,1980,69.645
Nicaragua,NIC,Latin America & Caribbean,1980,57.953
Barbados,BRB,Latin America & Caribbean,1980,72.129
Uruguay,URY,Latin America & Caribbean,1980,70.505
Grenada,GRD,Latin America & Caribbean,1980,68.117
Peru,PER,Latin America & Caribbean,1980,59.982
Mexico,MEX,Latin America & Caribbean,1981,64.722
Cuba,CUB,Latin America & Caribbean,1981,72.996
British Virgin Islands,VGB,Latin America & Caribbean,1981,69.906
Nicaragua,NIC,Latin America & Caribbean,1981,58.278
Barbados,BRB,Latin America & Caribbean,1981,72.63
Uruguay,URY,Latin America & Caribbean,1981,70.952
Grenada,GRD,Latin America & Caribbean,1981,68.348
Peru,PER,Latin America & Caribbean,1981,60.325
Mexico,MEX,Latin America & Caribbean,1982,65.256
Cuba,CUB,Latin America & Caribbean,1982,73.439
British Virgin Islands,VGB,Latin America & Caribbean,1982,70.138
Nicaragua,NIC,Latin America & Caribbean,1982,58.685
Barbados,BRB,Latin America & Caribbean,1982,72.903
Uruguay,URY,Latin America & Caribbean,1982,71.528
Grenada,GRD,Latin America & Caribbean,1982,68.597
Peru,PER,Latin America & Caribbean,1982,60.559
Mexico,MEX,Latin America & Caribbean,1983,65.756
Cuba,CUB,Latin America & Caribbean,1983,73.564
British Virgin Islands,VGB,Latin America & Caribbean,1983,70.374
Nicaragua,NIC,Latin America & Caribbean,1983,56.851
Barbados,BRB,Latin America & Caribbean,1983,73.156
Uruguay,URY,Latin America & Caribbean,1983,71.595
Grenada,GRD,Latin America & Caribbean,1983,64.333
Peru,PER,Latin America & Caribbean,1983,60.764
Mexico,MEX,Latin America & Caribbean,1984,66.215
Cuba,CUB,Latin America & Caribbean,1984,73.552
British Virgin Islands,VGB,Latin America & Caribbean,1984,70.711
Nicaragua,NIC,Latin America & Caribbean,1984,56.126
Barbados,BRB,Latin America & Caribbean,1984,73.302
Uruguay,URY,Latin America & Caribbean,1984,71.708
Grenada,GRD,Latin America & Caribbean,1984,69.095
Peru,PER,Latin America & Caribbean,1984,61.066
Mexico,MEX,Latin America & Caribbean,1985,66.775
Cuba,CUB,Latin America & Caribbean,1985,73.464
British Virgin Islands,VGB,Latin America & Caribbean,1985,70.987
Nicaragua,NIC,Latin America & Caribbean,1985,56.4
Barbados,BRB,Latin America & Caribbean,1985,73.316
Uruguay,URY,Latin America & Caribbean,1985,71.861
Grenada,GRD,Latin America & Caribbean,1985,69.338
Peru,PER,Latin America & Caribbean,1985,61.71
Mexico,MEX,Latin America & Caribbean,1986,67.377
Cuba,CUB,Latin America & Caribbean,1986,73.558
British Virgin Islands,VGB,Latin America & Caribbean,1986,71.252
Nicaragua,NIC,Latin America & Caribbean,1986,57.558
Barbados,BRB,Latin America & Caribbean,1986,73.416
Uruguay,URY,Latin America & Caribbean,1986,72.187
Grenada,GRD,Latin America & Caribbean,1986,69.574
Peru,PER,Latin America & Caribbean,1986,62.154
Mexico,MEX,Latin America & Caribbean,1987,67.904
Cuba,CUB,Latin America & Caribbean,1987,73.596
British Virgin Islands,VGB,Latin America & Caribbean,1987,71.492
Nicaragua,NIC,Latin America & Caribbean,1987,57.329
Barbados,BRB,Latin America & Caribbean,1987,73.463
Uruguay,URY,Latin America & Caribbean,1987,72.196
Grenada,GRD,Latin America & Caribbean,1987,69.808
Peru,PER,Latin America & Caribbean,1987,62.544
Mexico,MEX,Latin America & Caribbean,1988,68.299
Cuba,CUB,Latin America & Caribbean,1988,73.724
British Virgin Islands,VGB,Latin America & Caribbean,1988,71.763
Nicaragua,NIC,Latin America & Caribbean,1988,59.833
Barbados,BRB,Latin America & Caribbean,1988,73.431
Uruguay,URY,Latin America & Caribbean,1988,72.408
Grenada,GRD,Latin America & Caribbean,1988,70.045
Peru,PER,Latin America & Caribbean,1988,62.995
Mexico,MEX,Latin America & Caribbean,1989,68.621
Cuba,CUB,Latin America & Caribbean,1989,73.69
British Virgin Islands,VGB,Latin America & Caribbean,1989,72.038
Nicaragua,NIC,Latin America & Caribbean,1989,61.884
Barbados,BRB,Latin America & Caribbean,1989,73.375
Uruguay,URY,Latin America & Caribbean,1989,72.628
Grenada,GRD,Latin America & Caribbean,1989,70.289
Peru,PER,Latin America & Caribbean,1989,63.405
Mexico,MEX,Latin America & Caribbean,1990,69.034
Cuba,CUB,Latin America & Caribbean,1990,73.823
British Virgin Islands,VGB,Latin America & Caribbean,1990,72.392
Nicaragua,NIC,Latin America & Caribbean,1990,62.473
Barbados,BRB,Latin America & Caribbean,1990,73.463
Uruguay,URY,Latin America & Caribbean,1990,72.994
Grenada,GRD,Latin America & Caribbean,1990,70.546
Peru,PER,Latin America & Caribbean,1990,63.979
Mexico,MEX,Latin America & Caribbean,1991,69.368
Cuba,CUB,Latin America & Caribbean,1991,73.757
British Virgin Islands,VGB,Latin America & Caribbean,1991,72.75
Nicaragua,NIC,Latin America & Caribbean,1991,63.31
Barbados,BRB,Latin America & Caribbean,1991,73.543
Uruguay,URY,Latin America & Caribbean,1991,73.198
Grenada,GRD,Latin America & Caribbean,1991,70.823
Peru,PER,Latin America & Caribbean,1991,64.248
Mexico,MEX,Latin America & Caribbean,1992,69.663
Cuba,CUB,Latin America & Caribbean,1992,73.846
British Virgin Islands,VGB,Latin America & Caribbean,1992,73.109
Nicaragua,NIC,Latin America & Caribbean,1992,63.672
Barbados,BRB,Latin America & Caribbean,1992,73.61
Uruguay,URY,Latin America & Caribbean,1992,73.185
Grenada,GRD,Latin America & Caribbean,1992,71.125
Peru,PER,Latin America & Caribbean,1992,65.031
Mexico,MEX,Latin America & Caribbean,1993,69.961
Cuba,CUB,Latin America & Caribbean,1993,73.874
British Virgin Islands,VGB,Latin America & Caribbean,1993,73.431
Nicaragua,NIC,Latin America & Caribbean,1993,64.093
Barbados,BRB,Latin America & Caribbean,1993,73.739
Uruguay,URY,Latin America & Caribbean,1993,73.147
Grenada,GRD,Latin America & Caribbean,1993,71.45
Peru,PER,Latin America & Caribbean,1993,65.732
Mexico,MEX,Latin America & Caribbean,1994,70.302
Cuba,CUB,Latin America & Caribbean,1994,74.092
British Virgin Islands,VGB,Latin America & Caribbean,1994,73.794
Nicaragua,NIC,Latin America & Caribbean,1994,64.549
Barbados,BRB,Latin America & Caribbean,1994,73.755
Uruguay,URY,Latin America & Caribbean,1994,73.162
Grenada,GRD,Latin America & Caribbean,1994,71.78
Peru,PER,Latin America & Caribbean,1994,66.544
Mexico,MEX,Latin America & Caribbean,1995,70.703
Cuba,CUB,Latin America & Caribbean,1995,74.346
British Virgin Islands,VGB,Latin America & Caribbean,1995,74.089
Nicaragua,NIC,Latin America & Caribbean,1995,64.869
Barbados,BRB,Latin America & Caribbean,1995,73.88
Uruguay,URY,Latin America & Caribbean,1995,73.493
Grenada,GRD,Latin America & Caribbean,1995,72.094
Peru,PER,Latin America & Caribbean,1995,67.22
Mexico,MEX,Latin America & Caribbean,1996,71.088
Cuba,CUB,Latin America & Caribbean,1996,74.69
British Virgin Islands,VGB,Latin America & Caribbean,1996,74.341
Nicaragua,NIC,Latin America & Caribbean,1996,65.215
Barbados,BRB,Latin America & Caribbean,1996,74.065
Uruguay,URY,Latin America & Caribbean,1996,73.812
