Country Name,Country Code,Region,Year,LifeExpectancy
Serbia,SRB,Europe & Central Asia,1963,67.2328780487805
Czechia,CZE,Europe & Central Asia,1963,70.30439024390246
Slovenia,SVN,Europe & Central Asia,1963,68.62195121951221
Albania,ALB,Europe & Central Asia,1964,60.404
Belarus,BLR,Europe & Central Asia,1964,70.61924390243904
Luxembourg,LUX,Europe & Central Asia,1964,68.86568292682928
Denmark,DNK,Europe & Central Asia,1964,72.48512195121953
Russian Federation,RUS,Europe & Central Asia,1964,68.71473170731709
Tajikistan,TJK,Europe & Central Asia,1964,54.224
Montenegro,MNE,Europe & Central Asia,1964,67.20856097560977
Ireland,IRL,Europe & Central Asia,1964,70.4899268292683
Serbia,SRB,Europe & Central Asia,1964,67.879
Czechia,CZE,Europe & Central Asia,1964,70.45951219512196
Slovenia,SVN,Europe & Central Asia,1964,68.66341463414635
Albania,ALB,Europe & Central Asia,1965,61.273
Belarus,BLR,Europe & Central Asia,1965,70.59748780487806
Luxembourg,LUX,Europe & Central Asia,1965,69.2268536585366
Denmark,DNK,Europe & Central Asia,1965,72.37073170731709
Russian Federation,RUS,Europe & Central Asia,1965,68.50639024390246
Tajikistan,TJK,Europe & Central Asia,1965,54.655
Montenegro,MNE,Europe & Central Asia,1965,67.90173170731708
Ireland,IRL,Europe & Central Asia,1965,70.69500000000002
Serbia,SRB,Europe & Central Asia,1965,68.6011463414634
Czechia,CZE,Europe & Central Asia,1965,70.16317073170732
Slovenia,SVN,Europe & Central Asia,1965,68.3658536585366
Albania,ALB,Europe & Central Asia,1966,62.149
Belarus,BLR,Europe & Central Asia,1966,70.7689268292683
Luxembourg,LUX,Europe & Central Asia,1966,68.90036585365854
Denmark,DNK,Europe & Central Asia,1966,72.44414634146342
Russian Federation,RUS,Europe & Central Asia,1966,68.58570731707319
Tajikistan,TJK,Europe & Central Asia,1966,55.079
Montenegro,MNE,Europe & Central Asia,1966,68.4289024390244
Ireland,IRL,Europe & Central Asia,1966,70.2169512195122
Serbia,SRB,Europe & Central Asia,1966,69.30707317073171
Czechia,CZE,Europe & Central Asia,1966,70.38487804878051
Slovenia,SVN,Europe & Central Asia,1966,69.01219512195124
Albania,ALB,Europe & Central Asia,1967,62.976
Belarus,BLR,Europe & Central Asia,1967,70.92978048780488
Luxembourg,LUX,Europe & Central Asia,1967,69.4889268292683
Denmark,DNK,Europe & Central Asia,1967,72.92219512195122
Russian Federation,RUS,Europe & Central Asia,1967,68.42690243902439
Tajikistan,TJK,Europe & Central Asia,1967,55.497
Montenegro,MNE,Europe & Central Asia,1967,69.07556097560976
Ireland,IRL,Europe & Central Asia,1967,71.24536585365854
Serbia,SRB,Europe & Central Asia,1967,69.97073170731707
Czechia,CZE,Europe & Central Asia,1967,70.26414634146342
Slovenia,SVN,Europe & Central Asia,1967,69.36585365853658
Albania,ALB,Europe & Central Asia,1968,63.788
Belarus,BLR,Europe & Central Asia,1968,70.81278048780489
Luxembourg,LUX,Europe & Central Asia,1968,69.974756097561
Denmark,DNK,Europe & Central Asia,1968,73.12146341463415
Russian Federation,RUS,Europe & Central Asia,1968,68.31529268292684
Tajikistan,TJK,Europe & Central Asia,1968,55.89
Montenegro,MNE,Europe & Central Asia,1968,69.64317073170733
Ireland,IRL,Europe & Central Asia,1968,70.94100000000002
Serbia,SRB,Europe & Central Asia,1968,69.95478048780488
Czechia,CZE,Europe & Central Asia,1968,69.84073170731708
Slovenia,SVN,Europe & Central Asia,1968,68.91707317073171
Albania,ALB,Europe & Central Asia,1969,64.538
Belarus,BLR,Europe & Central Asia,1969,70.97802439024392
Luxembourg,LUX,Europe & Central Asia,1969,69.71668292682926
Denmark,DNK,Europe & Central Asia,1969,73.22097560975611
Russian Federation,RUS,Europe & Central Asia,1969,67.91226829268292
Tajikistan,TJK,Europe & Central Asia,1969,56.262
Montenegro,MNE,Europe & Central Asia,1969,69.9628780487805
Ireland,IRL,Europe & Central Asia,1969,70.8528292682927
Serbia,SRB,Europe & Central Asia,1969,69.90956097560975
Czechia,CZE,Europe & Central Asia,1969,69.3670731707317
Slovenia,SVN,Europe & Central Asia,1969,68.3609756097561
Albania,ALB,Europe & Central Asia,1970,65.234
Belarus,BLR,Europe & Central Asia,1970,70.74448780487806
Luxembourg,LUX,Europe & Central Asia,1970,69.20809756097562
Denmark,DNK,Europe & Central Asia,1970,73.34341463414634
Russian Federation,RUS,Europe & Central Asia,1970,68.13365853658536
Tajikistan,TJK,Europe & Central Asia,1970,56.589
Montenegro,MNE,Europe & Central Asia,1970,70.20631707317075
Ireland,IRL,Europe & Central Asia,1970,70.90156097560977
Serbia,SRB,Europe & Central Asia,1970,69.62929268292683
Czechia,CZE,Europe & Central Asia,1970,69.44024390243904
Slovenia,SVN,Europe & Central Asia,1970,68.60975609756099
Albania,ALB,Europe & Central Asia,1971,65.896
Belarus,BLR,Europe & Central Asia,1971,71.01170731707319
Luxembourg,LUX,Europe & Central Asia,1971,69.23985365853659
Denmark,DNK,Europe & Central Asia,1971,73.41463414634147
Russian Federation,RUS,Europe & Central Asia,1971,68.37658536585366
Tajikistan,TJK,Europe & Central Asia,1971,56.884
Montenegro,MNE,Europe & Central Asia,1971,70.61265853658537
Ireland,IRL,Europe & Central Asia,1971,71.67585365853658
Serbia,SRB,Europe & Central Asia,1971,69.6149024390244
Czechia,CZE,Europe & Central Asia,1971,69.67707317073173
Slovenia,SVN,Europe & Central Asia,1971,68.83414634146342
Albania,ALB,Europe & Central Asia,1972,66.526
Belarus,BLR,Europe & Central Asia,1972,70.84931707317075
Luxembourg,LUX,Europe & Central Asia,1972,70.44336585365855
Denmark,DNK,Europe & Central Asia,1972,73.43902439024392
Russian Federation,RUS,Europe & Central Asia,1972,68.30853658536587
Tajikistan,TJK,Europe & Central Asia,1972,57.157
Montenegro,MNE,Europe & Central Asia,1972,71.03646341463416
Ireland,IRL,Europe & Central Asia,1972,71.021756097561
Serbia,SRB,Europe & Central Asia,1972,69.87163414634148
Czechia,CZE,Europe & Central Asia,1972,70.17658536585368
Slovenia,SVN,Europe & Central Asia,1972,69.05853658536587
Albania,ALB,Europe & Central Asia,1973,67.107
Belarus,BLR,Europe & Central Asia,1973,71.00065853658538
Luxembourg,LUX,Europe & Central Asia,1973,70.33443902439026
Denmark,DNK,Europe & Central Asia,1973,73.68219512195122
Russian Federation,RUS,Europe & Central Asia,1973,68.29463414634148
Tajikistan,TJK,Europe & Central Asia,1973,57.418
Montenegro,MNE,Europe & Central Asia,1973,71.36760975609758
Ireland,IRL,Europe & Central Asia,1973,71.2399756097561
Serbia,SRB,Europe & Central Asia,1973,70.38148780487805
Czechia,CZE,Europe & Central Asia,1973,70.02268292682928
Slovenia,SVN,Europe & Central Asia,1973,69.40487804878049
Albania,ALB,Europe & Central Asia,1974,67.633
Belarus,BLR,Europe & Central Asia,1974,70.85468292682927
Luxembourg,LUX,Europe & Central Asia,1974,70.19963414634147
Denmark,DNK,Europe & Central Asia,1974,73.80829268292683
Russian Federation,RUS,Europe & Central Asia,1974,68.32024390243903
Tajikistan,TJK,Europe & Central Asia,1974,57.651
Montenegro,MNE,Europe & Central Asia,1974,71.4118048780488
Ireland,IRL,Europe & Central Asia,1974,71.17556097560976
Serbia,SRB,Europe & Central Asia,1974,71.00629268292684
Czechia,CZE,Europe & Central Asia,1974,70.08658536585367
Slovenia,SVN,Europe & Central Asia,1974,70.1609756097561
Albania,ALB,Europe & Central Asia,1975,68.12
Belarus,BLR,Europe & Central Asia,1975,70.45709756097561
Luxembourg,LUX,Europe & Central Asia,1975,70.31821951219513
Denmark,DNK,Europe & Central Asia,1975,74.07512195121953
Russian Federation,RUS,Europe & Central Asia,1975,67.7239024390244
Tajikistan,TJK,Europe & Central Asia,1975,57.88
Montenegro,MNE,Europe & Central Asia,1975,71.70941463414634
Ireland,IRL,Europe & Central Asia,1975,71.75304878048782
Serbia,SRB,Europe & Central Asia,1975,71.49358536585366
Czechia,CZE,Europe & Central Asia,1975,70.41463414634148
Slovenia,SVN,Europe & Central Asia,1975,70.35853658536587
Albania,ALB,Europe & Central Asia,1976,68.57
Belarus,BLR,Europe & Central Asia,1976,70.39682926829269
Luxembourg,LUX,Europe & Central Asia,1976,70.22041463414635
Denmark,DNK,Europe & Central Asia,1976,73.73975609756098
Russian Federation,RUS,Europe & Central Asia,1976,67.48756097560975
Tajikistan,TJK,Europe & Central Asia,1976,58.076
Montenegro,MNE,Europe & Central Asia,1976,71.84619512195123
Ireland,IRL,Europe & Central Asia,1976,71.85660975609758
Serbia,SRB,Europe & Central Asia,1976,71.7468536585366
Czechia,CZE,Europe & Central Asia,1976,70.53268292682928
Slovenia,SVN,Europe & Central Asia,1976,70.30731707317074
Albania,ALB,Europe & Central Asia,1977,68.992
Belarus,BLR,Europe & Central Asia,1977,70.28902439024392
Luxembourg,LUX,Europe & Central Asia,1977,71.42414634146343
Denmark,DNK,Europe & Central Asia,1977,74.63243902439027
Russian Federation,RUS,Europe & Central Asia,1977,67.37634146341463
Tajikistan,TJK,Europe & Central Asia,1977,58.244
Montenegro,MNE,Europe & Central Asia,1977,71.6151219512195
Ireland,IRL,Europe & Central Asia,1977,71.99739024390244
Serbia,SRB,Europe & Central Asia,1977,71.6648780487805
Czechia,CZE,Europe & Central Asia,1977,70.57341463414635
Slovenia,SVN,Europe & Central Asia,1977,70.55609756097562
Albania,ALB,Europe & Central Asia,1978,69.367
Belarus,BLR,Europe & Central Asia,1978,70.08173170731708
Luxembourg,LUX,Europe & Central Asia,1978,71.41463414634147
Denmark,DNK,Europe & Central Asia,1978,74.3929268292683
Russian Federation,RUS,Europe & Central Asia,1978,67.3909756097561
Tajikistan,TJK,Europe & Central Asia,1978,58.396
Montenegro,MNE,Europe & Central Asia,1978,71.71021951219514
Ireland,IRL,Europe & Central Asia,1978,71.99631707317073
Serbia,SRB,Europe & Central Asia,1978,71.34568292682928
Czechia,CZE,Europe & Central Asia,1978,70.64390243902439
Slovenia,SVN,Europe & Central Asia,1978,70.70243902439024
Albania,ALB,Europe & Central Asia,1979,69.617
Belarus,BLR,Europe & Central Asia,1979,69.93363414634146
Luxembourg,LUX,Europe & Central Asia,1979,72.17665853658538
Denmark,DNK,Europe & Central Asia,1979,74.21926829268293
Russian Federation,RUS,Europe & Central Asia,1979,67.11439024390243
Tajikistan,TJK,Europe & Central Asia,1979,58.523
Montenegro,MNE,Europe & Central Asia,1979,71.28046341463416
Ireland,IRL,Europe & Central Asia,1979,72.26802439024391
Serbia,SRB,Europe & Central Asia,1979,71.08458536585367
Czechia,CZE,Europe & Central Asia,1979,70.74951219512195
Slovenia,SVN,Europe & Central Asia,1979,70.85365853658537
Albania,ALB,Europe & Central Asia,1980,69.903
Belarus,BLR,Europe & Central Asia,1980,69.92770731707319
Luxembourg,LUX,Europe & Central Asia,1980,72.25817073170732
Denmark,DNK,Europe & Central Asia,1980,74.10170731707318
Russian Federation,RUS,Europe & Central Asia,1980,67.0339024390244
Tajikistan,TJK,Europe & Central Asia,1980,58.632
Montenegro,MNE,Europe & Central Asia,1980,72.03258536585368
Ireland,IRL,Europe & Central Asia,1980,72.59541463414635
Serbia,SRB,Europe & Central Asia,1980,70.9969756097561
Czechia,CZE,Europe & Central Asia,1980,70.27804878048781
Slovenia,SVN,Europe & Central Asia,1980,71.10487804878049
Albania,ALB,Europe & Central Asia,1981,70.145
Belarus,BLR,Europe & Central Asia,1981,69.90751219512197
Luxembourg,LUX,Europe & Central Asia,1981,71.9679268292683
Denmark,DNK,Europe & Central Asia,1981,74.23048780487807
Russian Federation,RUS,Europe & Central Asia,1981,67.26390243902439
Tajikistan,TJK,Europe & Central Asia,1981,58.758
Montenegro,MNE,Europe & Central Asia,1981,71.91929268292684
Ireland,IRL,Europe & Central Asia,1981,72.95178048780488
Serbia,SRB,Europe & Central Asia,1981,71.04492682926829
Czechia,CZE,Europe & Central Asia,1981,70.72219512195123
Slovenia,SVN,Europe & Central Asia,1981,71.2048780487805
Albania,ALB,Europe & Central Asia,1982,70.425
Belarus,BLR,Europe & Central Asia,1982,70.0769024390244
Luxembourg,LUX,Europe & Central Asia,1982,72.05558536585367
Denmark,DNK,Europe & Central Asia,1982,74.55121951219512
Russian Federation,RUS,Europe & Central Asia,1982,67.80609756097562
Tajikistan,TJK,Europe & Central Asia,1982,60.161
Montenegro,MNE,Europe & Central Asia,1982,72.10148780487808
Ireland,IRL,Europe & Central Asia,1982,73.20904878048782
Serbia,SRB,Europe & Central Asia,1982,70.97446341463414
Czechia,CZE,Europe & Central Asia,1982,70.80780487804878
Slovenia,SVN,Europe & Central Asia,1982,71.05365853658537
Albania,ALB,Europe & Central Asia,1983,70.705
Belarus,BLR,Europe & Central Asia,1983,69.7948536585366
Luxembourg,LUX,Europe & Central Asia,1983,72.85119512195122
Denmark,DNK,Europe & Central Asia,1983,74.42048780487806
Russian Federation,RUS,Europe & Central Asia,1983,67.65268292682927
Tajikistan,TJK,Europe & Central Asia,1983,60.46
Montenegro,MNE,Europe & Central Asia,1983,72.10678048780488
Ireland,IRL,Europe & Central Asia,1983,73.24009756097561
Serbia,SRB,Europe & Central Asia,1983,71.03251219512195
Czechia,CZE,Europe & Central Asia,1983,70.59146341463415
Slovenia,SVN,Europe & Central Asia,1983,70.54146341463417
Albania,ALB,Europe & Central Asia,1984,70.984
Belarus,BLR,Europe & Central Asia,1984,69.56319512195124
Luxembourg,LUX,Europe & Central Asia,1984,72.58070731707319
Denmark,DNK,Europe & Central Asia,1984,74.56219512195123
Russian Federation,RUS,Europe & Central Asia,1984,67.20268292682927
Tajikistan,TJK,Europe & Central Asia,1984,60.69
Montenegro,MNE,Europe & Central Asia,1984,72.09804878048782
Ireland,IRL,Europe & Central Asia,1984,73.66373170731708
Serbia,SRB,Europe & Central Asia,1984,71.0908780487805
Czechia,CZE,Europe & Central Asia,1984,70.83756097560976
Slovenia,SVN,Europe & Central Asia,1984,70.90243902439026
Albania,ALB,Europe & Central Asia,1985,71.282
Belarus,BLR,Europe & Central Asia,1985,70.99268292682929
Luxembourg,LUX,Europe & Central Asia,1985,73.13360975609757
Denmark,DNK,Europe & Central Asia,1985,74.42756097560977
Russian Federation,RUS,Europe & Central Asia,1985,67.85682926829269
Tajikistan,TJK,Europe & Central Asia,1985,60.973
Montenegro,MNE,Europe & Central Asia,1985,72.23860975609757
Ireland,IRL,Europe & Central Asia,1985,73.6219024390244
Serbia,SRB,Europe & Central Asia,1985,71.36334146341464
Czechia,CZE,Europe & Central Asia,1985,71.04634146341463
Slovenia,SVN,Europe & Central Asia,1985,71.35121951219513
Albania,ALB,Europe & Central Asia,1986,71.665
Belarus,BLR,Europe & Central Asia,1986,71.54951219512196
Luxembourg,LUX,Europe & Central Asia,1986,73.95251219512197
Denmark,DNK,Europe & Central Asia,1986,74.57975609756097
Russian Federation,RUS,Europe & Central Asia,1986,69.38975609756099
Tajikistan,TJK,Europe & Central Asia,1986,61.83
Montenegro,MNE,Europe & Central Asia,1986,72.58846341463416
Ireland,IRL,Europe & Central Asia,1986,73.66553658536586
Serbia,SRB,Europe & Central Asia,1986,71.5618292682927
Czechia,CZE,Europe & Central Asia,1986,70.99731707317073
Slovenia,SVN,Europe & Central Asia,1986,71.80243902439027
Albania,ALB,Europe & Central Asia,1987,71.981
Belarus,BLR,Europe & Central Asia,1987,70.99024390243902
Luxembourg,LUX,Europe & Central Asia,1987,73.72234146341464
Denmark,DNK,Europe & Central Asia,1987,74.69121951219513
Russian Federation,RUS,Europe & Central Asia,1987,69.44000000000001
Tajikistan,TJK,Europe & Central Asia,1987,61.582
Montenegro,MNE,Europe & Central Asia,1987,72.98334146341465
Ireland,IRL,Europe & Central Asia,1987,74.4319024390244
Serbia,SRB,Europe & Central Asia,1987,71.77548780487805
Czechia,CZE,Europe & Central Asia,1987,71.44560975609757
Slovenia,SVN,Europe & Central Asia,1987,72.00243902439024
Albania,ALB,Europe & Central Asia,1988,72.217
Belarus,BLR,Europe & Central Asia,1988,71.34146341463415
Luxembourg,LUX,Europe & Central Asia,1988,74.12019512195121
Denmark,DNK,Europe & Central Asia,1988,74.77170731707318
Russian Federation,RUS,Europe & Central Asia,1988,69.46439024390244
Tajikistan,TJK,Europe & Central Asia,1988,61.839
Montenegro,MNE,Europe & Central Asia,1988,73.21312195121952
Ireland,IRL,Europe & Central Asia,1988,74.43941463414635
Serbia,SRB,Europe & Central Asia,1988,71.97004878048782
Czechia,CZE,Europe & Central Asia,1988,71.64146341463416
Slovenia,SVN,Europe & Central Asia,1988,72.44634146341464
Albania,ALB,Europe & Central Asia,1989,72.457
Belarus,BLR,Europe & Central Asia,1989,71.48292682926831
Luxembourg,LUX,Europe & Central Asia,1989,74.12265853658538
Denmark,DNK,Europe & Central Asia,1989,74.79975609756097
Russian Federation,RUS,Europe & Central Asia,1989,69.17170731707317
Tajikistan,TJK,Europe & Central Asia,1989,61.736
Montenegro,MNE,Europe & Central Asia,1989,73.62048780487807
Ireland,IRL,Europe & Central Asia,1989,74.45521951219514
Serbia,SRB,Europe & Central Asia,1989,72.25875609756098
Czechia,CZE,Europe & Central Asia,1989,71.67560975609757
Slovenia,SVN,Europe & Central Asia,1989,72.7048780487805
Albania,ALB,Europe & Central Asia,1990,72.71
Belarus,BLR,Europe & Central Asia,1990,70.83658536585365
Luxembourg,LUX,Europe & Central Asia,1990,74.77548780487805
Denmark,DNK,Europe & Central Asia,1990,74.80536585365854
Russian Federation,RUS,Europe & Central Asia,1990,68.88609756097561
Tajikistan,TJK,Europe & Central Asia,1990,61.636
Montenegro,MNE,Europe & Central Asia,1990,73.69634146341464
Ireland,IRL,Europe & Central Asia,1990,74.84607317073171
Serbia,SRB,Europe & Central Asia,1990,72.15526829268295
Czechia,CZE,Europe & Central Asia,1990,71.38390243902441
Slovenia,SVN,Europe & Central Asia,1990,73.20487804878049
Albania,ALB,Europe & Central Asia,1991,73.001
Belarus,BLR,Europe & Central Asia,1991,70.37804878048782
Luxembourg,LUX,Europe & Central Asia,1991,75.46341463414635
Denmark,DNK,Europe & Central Asia,1991,75.1578048780488
Russian Federation,RUS,Europe & Central Asia,1991,68.47439024390245
Tajikistan,TJK,Europe & Central Asia,1991,61.679
Montenegro,MNE,Europe & Central Asia,1991,73.76673170731708
Ireland,IRL,Europe & Central Asia,1991,75.02499999999999
Serbia,SRB,Europe & Central Asia,1991,71.8760487804878
Czechia,CZE,Europe & Central Asia,1991,71.89829268292684
Slovenia,SVN,Europe & Central Asia,1991,73.35365853658537
Albania,ALB,Europe & Central Asia,1992,73.303
Belarus,BLR,Europe & Central Asia,1992,70.0219512195122
Luxembourg,LUX,Europe & Central Asia,1992,75.77073170731707
Denmark,DNK,Europe & Central Asia,1992,75.19414634146342
Russian Federation,RUS,Europe & Central Asia,1992,66.87317073170732
Tajikistan,TJK,Europe & Central Asia,1992,57.085
Montenegro,MNE,Europe & Central Asia,1992,73.62165853658537
Ireland,IRL,Europe & Central Asia,1992,75.41509756097562
Serbia,SRB,Europe & Central Asia,1992,71.56882926829267
Czechia,CZE,Europe & Central Asia,1992,72.27170731707318
Slovenia,SVN,Europe & Central Asia,1992,73.3048780487805
Albania,ALB,Europe & Central Asia,1993,73.638
Belarus,BLR,Europe & Central Asia,1993,68.97073170731707
Luxembourg,LUX,Europe & Central Asia,1993,75.71219512195123
Denmark,DNK,Europe & Central Asia,1993,75.1168292682927
Russian Federation,RUS,Europe & Central Asia,1993,64.9358536585366
Tajikistan,TJK,Europe & Central Asia,1993,55.512
Montenegro,MNE,Europe & Central Asia,1993,73.69387804878049
Ireland,IRL,Europe & Central Asia,1993,75.29219512195122
Serbia,SRB,Europe & Central Asia,1993,71.79468292682928
Czechia,CZE,Europe & Central Asia,1993,72.76780487804879
Slovenia,SVN,Europe & Central Asia,1993,73.25365853658538
Albania,ALB,Europe & Central Asia,1994,73.837
Belarus,BLR,Europe & Central Asia,1994,68.76829268292683
Luxembourg,LUX,Europe & Central Asia,1994,76.37073170731708
Denmark,DNK,Europe & Central Asia,1994,75.37512195121953
Russian Federation,RUS,Europe & Central Asia,1994,64.46707317073171
Tajikistan,TJK,Europe & Central Asia,1994,60.093
Montenegro,MNE,Europe & Central Asia,1994,73.58778048780489
Ireland,IRL,Europe & Central Asia,1994,75.78663414634148
Serbia,SRB,Europe & Central Asia,1994,72.20402439024392
Czechia,CZE,Europe & Central Asia,1994,72.97268292682926
Slovenia,SVN,Europe & Central Asia,1994,73.4048780487805
Albania,ALB,Europe & Central Asia,1995,74.022
Belarus,BLR,Europe & Central Asia,1995,68.4609756097561
Luxembourg,LUX,Europe & Central Asia,1995,76.51219512195124
Denmark,DNK,Europe & Central Asia,1995,75.21268292682927
Russian Federation,RUS,Europe & Central Asia,1995,64.69073170731708
Tajikistan,TJK,Europe & Central Asia,1995,61.389
Montenegro,MNE,Europe & Central Asia,1995,73.56492682926832
Ireland,IRL,Europe & Central Asia,1995,75.46931707317074
Serbia,SRB,Europe & Central Asia,1995,72.61573170731708
Czechia,CZE,Europe & Central Asia,1995,73.0748780487805
Slovenia,SVN,Europe & Central Asia,1995,73.95853658536586
Albania,ALB,Europe & Central Asia,1996,74.113
Belarus,BLR,Europe & Central Asia,1996,68.51219512195122
Luxembourg,LUX,Europe & Central Asia,1996,76.51951219512196
Denmark,DNK,Europe & Central Asia,1996,75.59146341463416
Russian Federation,RUS,Europe & Central Asia,1996,65.85414634146342
Tajikistan,TJK,Europe & Central Asia,1996,60.806
Montenegro,MNE,Europe & Central Asia,1996,73.44473170731706
Ireland,IRL,Europe & Central Asia,1996,75.83170731707317
Serbia,SRB,Europe & Central Asia,1996,72.79485365853658
Czechia,CZE,Europe & Central Asia,1996,73.71463414634147
Slovenia,SVN,Europe & Central Asia,1996,74.45853658536585
Albania,ALB,Europe & Central Asia,1997,73.383
Belarus,BLR,Europe & Central Asia,1997,68.4609756097561
Luxembourg,LUX,Europe & Central Asia,1997,76.88048780487804
Denmark,DNK,Europe & Central Asia,1997,75.94512195121952
Russian Federation,RUS,Europe & Central Asia,1997,66.6987804878049
Tajikistan,TJK,Europe & Central Asia,1997,61.928
Montenegro,MNE,Europe & Central Asia,1997,73.3429756097561
Ireland,IRL,Europe & Central Asia,1997,75.98536585365855
Serbia,SRB,Europe & Central Asia,1997,72.8280975609756
Czechia,CZE,Europe & Central Asia,1997,73.8248780487805
Slovenia,SVN,Europe & Central Asia,1997,74.70731707317073
Albania,ALB,Europe & Central Asia,1998,74.357
Belarus,BLR,Europe & Central Asia,1998,68.40731707317074
Luxembourg,LUX,Europe & Central Asia,1998,77.0170731707317
Denmark,DNK,Europe & Central Asia,1998,76.13902439024392
Russian Federation,RUS,Europe & Central Asia,1998,67.02975609756098
Tajikistan,TJK,Europe & Central Asia,1998,62.404
Montenegro,MNE,Europe & Central Asia,1998,73.28778048780488
Ireland,IRL,Europe & Central Asia,1998,76.18048780487807
Serbia,SRB,Europe & Central Asia,1998,72.1948780487805
Czechia,CZE,Europe & Central Asia,1998,74.51463414634146
Slovenia,SVN,Europe & Central Asia,1998,74.80731707317075
Albania,ALB,Europe & Central Asia,1999,74.568
Belarus,BLR,Europe & Central Asia,1999,67.90731707317074
Luxembourg,LUX,Europe & Central Asia,1999,77.77073170731708
Denmark,DNK,Europe & Central Asia,1999,76.34146341463415
Russian Federation,RUS,Europe & Central Asia,1999,65.98219512195124
Tajikistan,TJK,Europe & Central Asia,1999,63.114
Montenegro,MNE,Europe & Central Asia,1999,73.1438780487805
Ireland,IRL,Europe & Central Asia,1999,76.08292682926832
Serbia,SRB,Europe & Central Asia,1999,69.92714634146341
Czechia,CZE,Europe & Central Asia,1999,74.66829268292683
Slovenia,SVN,Europe & Central Asia,1999,75.00975609756098
Albania,ALB,Europe & Central Asia,2000,74.826
Belarus,BLR,Europe & Central Asia,2000,68.91219512195123
Luxembourg,LUX,Europe & Central Asia,2000,77.87317073170732
Denmark,DNK,Europe & Central Asia,2000,76.59268292682927
Russian Federation,RUS,Europe & Central Asia,2000,65.48365853658537
Tajikistan,TJK,Europe & Central Asia,2000,63.542
Montenegro,MNE,Europe & Central Asia,2000,73.39680487804878
Ireland,IRL,Europe & Central Asia,2000,76.53658536585367
Serbia,SRB,Europe & Central Asia,2000,71.5829268292683
Czechia,CZE,Europe & Central Asia,2000,74.96829268292684
Slovenia,SVN,Europe & Central Asia,2000,75.41219512195123
Albania,ALB,Europe & Central Asia,2001,75.083
Belarus,BLR,Europe & Central Asia,2001,68.50731707317074
Luxembourg,LUX,Europe & Central Asia,2001,77.82439024390246
Denmark,DNK,Europe & Central Asia,2001,76.79268292682929
Russian Federation,RUS,Europe & Central Asia,2001,65.38341463414635
Tajikistan,TJK,Europe & Central Asia,2001,64.197
Montenegro,MNE,Europe & Central Asia,2001,73.58019512195123
Ireland,IRL,Europe & Central Asia,2001,77.13414634146342
Serbia,SRB,Europe & Central Asia,2001,72.23414634146341
Czechia,CZE,Europe & Central Asia,2001,75.17317073170733
Slovenia,SVN,Europe & Central Asia,2001,75.75853658536586
Albania,ALB,Europe & Central Asia,2002,75.299
Belarus,BLR,Europe & Central Asia,2002,68.05609756097562
Luxembourg,LUX,Europe & Central Asia,2002,77.96585365853659
Denmark,DNK,Europe & Central Asia,2002,76.89512195121951
Russian Federation,RUS,Europe & Central Asia,2002,65.12878048780489
Tajikistan,TJK,Europe & Central Asia,2002,64.898
Montenegro,MNE,Europe & Central Asia,2002,73.96521951219512
Ireland,IRL,Europe & Central Asia,2002,77.63414634146342
Serbia,SRB,Europe & Central Asia,2002,72.28536585365855
Czechia,CZE,Europe & Central Asia,2002,75.22195121951219
Slovenia,SVN,Europe & Central Asia,2002,76.00731707317074
Albania,ALB,Europe & Central Asia,2003,75.557
Belarus,BLR,Europe & Central Asia,2003,68.55365853658539
Luxembourg,LUX,Europe & Central Asia,2003,77.72682926829269
Denmark,DNK,Europe & Central Asia,2003,77.1439024390244
Russian Federation,RUS,Europe & Central Asia,2003,65.02756097560976
Tajikistan,TJK,Europe & Central Asia,2003,65.874
Montenegro,MNE,Europe & Central Asia,2003,74.0557317073171
Ireland,IRL,Europe & Central Asia,2003,78.1390243902439
Serbia,SRB,Europe & Central Asia,2003,72.43658536585367
Czechia,CZE,Europe & Central Asia,2003,75.17073170731709
Slovenia,SVN,Europe & Central Asia,2003,76.85853658536585
Albania,ALB,Europe & Central Asia,2004,75.951
Belarus,BLR,Europe & Central Asia,2004,68.95609756097562
Luxembourg,LUX,Europe & Central Asia,2004,79.1219512195122
Denmark,DNK,Europe & Central Asia,2004,77.49268292682927
Russian Federation,RUS,Europe & Central Asia,2004,65.4709756097561
Tajikistan,TJK,Europe & Central Asia,2004,66.604
Montenegro,MNE,Europe & Central Asia,2004,74.20560975609757
Ireland,IRL,Europe & Central Asia,2004,78.53902439024391
Serbia,SRB,Europe & Central Asia,2004,72.6829268292683
Czechia,CZE,Europe & Central Asia,2004,75.7219512195122
Slovenia,SVN,Europe & Central Asia,2004,77.20731707317073
Albania,ALB,Europe & Central Asia,2005,76.427
Belarus,BLR,Europe & Central Asia,2005,68.85121951219512
Luxembourg,LUX,Europe & Central Asia,2005,79.43170731707318
Denmark,DNK,Europe & Central Asia,2005,77.84390243902439
Russian Federation,RUS,Europe & Central Asia,2005,65.52975609756099
Tajikistan,TJK,Europe & Central Asia,2005,66.531
Montenegro,MNE,Europe & Central Asia,2005,73.9829268292683
Ireland,IRL,Europe & Central Asia,2005,78.9439024390244
Serbia,SRB,Europe & Central Asia,2005,72.83414634146342
Czechia,CZE,Europe & Central Asia,2005,75.92439024390245
Slovenia,SVN,Europe & Central Asia,2005,77.61219512195122
Albania,ALB,Europe & Central Asia,2006,76.994
Belarus,BLR,Europe & Central Asia,2006,69.40487804878049
